source_route,source_version,visible_label,element_type,original_webflow_destination,webflow_export_destination,current_rebuild_destination,match,deliberately_changed_by_new_cta_rules,internal_or_external,current_http_status,opens_new_tab,intended_destination_confirmed,same_site_absolute_url,direct_cal_url_outside_contact,webflow_dependency,old_vercel_project_url,placeholder_dead_action,classification,fix_applied,notes
/work/circuit,VERCEL_REBUILD,Dreamlab,a,/blog,,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Pricing,a,/packages,,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/work/circuit,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Unmute showreel,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/work/circuit,VERCEL_REBUILD,Visit Circuit website,a,,,https://www.circuitsecurity.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Visit Circuit on LinkedIn,a,,,https://www.linkedin.com/company/circuitsecurity/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Visit Circuit on X,a,,,https://x.com/CircuitSecurity,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Circuit: Securing NexubisRead the full story here→,a,,,/post/circuit-securing-nexubis,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,"Altify Merger RelaunchTraditional investing is gated, complex, and built for the few. For most people, accessing high-performing private markets felt out of reach - locked behind jargon, minimums, and outdated systems that intimidated instead of empowered.See More→",a,,,/work/altify,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,"Oxipack Website Redesign and RebuildIndustrial brands often struggle to communicate innovation in a category known for complexity, cluttered messaging, and outdated digital systems. Oxipack's breakthrough technology in non-destructive leak detection deserved a platform that matched its precision, sustainability, and global scale.See More→",a,,,/work/oxipack,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,About,a,,,/about,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,What we do,a,,,/#what-we-do,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Work / Case studies,a,,,/work,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Brand Credibility Scorecard,a,,,/scorecard,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Contact,a,/contact,,/contact,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,LinkedIn,a,https://www.linkedin.com/company/nexubis/,,https://www.linkedin.com/company/nexubis/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/work/circuit,VERCEL_REBUILD,Instagram,a,https://www.instagram.com/nexubis.design/,,https://www.instagram.com/nexubis.design/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Nexubis home,a,,,/,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/work/oxipack,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Packages,a,/packages,,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Dreamlab,a,/blog,,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Book an application callBook a Call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/work/oxipack,VERCEL_REBUILD,Open menu,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/work/oxipack,VERCEL_REBUILD,Home,a,/,,/,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Dreamlab,a,/blog,,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Pricing,a,/packages,,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/work/oxipack,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Unmute showreel,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/work/oxipack,VERCEL_REBUILD,Visit Oxipack website,a,,,https://www.oxipack.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Visit Oxipack on LinkedIn,a,,,https://www.linkedin.com/company/oxipack/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Visit Oxipack on X,a,,,https://x.com/Oxipack,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Visit Oxipack on Facebook,a,,,https://www.facebook.com/OxipackLeakDetection?mibextid=LQQJ4d,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Oxipack: Funding NexubisRead the full story here→,a,,,/post/oxipack-empowering-nexubis,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,"Circuit Rebrand and Website launchWeb3 recovery had no clear language. Complex custody mechanics, abstract failover logic, and fragmented communication made it hard for compliance teams, engineers, and executives to understand, or trust, how assets could be protected when things went wrong.See More→",a,,,/work/circuit,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,"Altify Merger RelaunchTraditional investing is gated, complex, and built for the few. For most people, accessing high-performing private markets felt out of reach - locked behind jargon, minimums, and outdated systems that intimidated instead of empowered.See More→",a,,,/work/altify,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,About,a,,,/about,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,What we do,a,,,/#what-we-do,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Work / Case studies,a,,,/work,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Brand Credibility Scorecard,a,,,/scorecard,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Contact,a,/contact,,/contact,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,LinkedIn,a,https://www.linkedin.com/company/nexubis/,,https://www.linkedin.com/company/nexubis/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/work/oxipack,VERCEL_REBUILD,Instagram,a,https://www.instagram.com/nexubis.design/,,https://www.instagram.com/nexubis.design/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Nexubis home,a,,,/,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,https://www.nexubis.io/work/altify,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,https://www.nexubis.io/work/circuit,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,https://www.nexubis.io/work/oxipack,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Packages,a,/packages,packages.html,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/packages,VERCEL_REBUILD,Dreamlab,a,/blog,blog.html,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/blog; export=blog.html
/packages,VERCEL_REBUILD,Book an application callBook a Call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/packages,VERCEL_REBUILD,Open menu,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Home,a,/,index.html,/,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/; export=index.html
/packages,VERCEL_REBUILD,Dreamlab,a,/blog,blog.html,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/blog; export=blog.html
/packages,VERCEL_REBUILD,Pricing,a,/packages,packages.html,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/packages,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,https://www.nexubis.io/work/altify,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,https://www.nexubis.io/work/circuit,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,https://www.nexubis.io/work/oxipack,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Nexubis Google reviews,a,,,https://www.google.com/search?q=Nexubis+Reviews,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,EUR,button[role=radio],,,ACTION:radio-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,USD,button[role=radio],,,ACTION:radio-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Monthly,button[role=radio],,,ACTION:radio-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Quarterly10% Off,button[role=radio],,,ACTION:radio-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Annually2 Months Free,button[role=radio],,,ACTION:radio-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"More about: Two dedicated people, two work streams",button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Website build & maintenance,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: SEO built in & monitored,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"More about: Social, email & document design",button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"More about: 72-hour turnaround, 3 meetings/mo",button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Book an application call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/packages,VERCEL_REBUILD,"More about: Three dedicated people, three work streams",button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"More about: 48-hour turnaround, queue priority",button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Print & sales collateral,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"More about: 3D & video, up to 5 a month",button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Monthly strategy call with our COO,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Book an application call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/packages,VERCEL_REBUILD,More about: The whole Nexubis team,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Dedicated creative director,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Quarterly strategy sessions,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Ongoing brand development,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Campaign design & execution,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Unlimited 3D & scripted video,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,More about: Trade-show & environment design,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Book an application call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/packages,VERCEL_REBUILD,Visit altify.app,a,,,https://altify.app/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit merklescience.com,a,,,https://www.merklescience.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit cordialsystems.com,a,,,https://cordialsystems.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit sofi.com,a,,,https://www.sofi.com/,NO_ORIGINAL_MATCH,no,external,403,yes,no,no,no,no,no,no,PENDING_MANUAL_TEST,,
/packages,VERCEL_REBUILD,Visit ox.security,a,,,https://www.ox.security/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit sataya.io,a,,,https://sataya.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit oxipack.com,a,,,https://www.oxipack.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit circuitprotect.com,a,,,https://circuitprotect.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit blueknight.io,a,,,https://www.blueknight.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit usably.studio,a,,,https://www.usably.studio/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit designfocus.io,a,,,https://www.designfocus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit emprise.co.za,a,,,https://www.emprise.co.za/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit altify.app,a,,,https://altify.app/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit merklescience.com,a,,,https://www.merklescience.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit cordialsystems.com,a,,,https://cordialsystems.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit sofi.com,a,,,https://www.sofi.com/,NO_ORIGINAL_MATCH,no,external,403,yes,no,no,no,no,no,no,PENDING_MANUAL_TEST,,
/packages,VERCEL_REBUILD,Visit ox.security,a,,,https://www.ox.security/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit sataya.io,a,,,https://sataya.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit oxipack.com,a,,,https://www.oxipack.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit circuitprotect.com,a,,,https://circuitprotect.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit blueknight.io,a,,,https://www.blueknight.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit usably.studio,a,,,https://www.usably.studio/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit designfocus.io,a,,,https://www.designfocus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Visit emprise.co.za,a,,,https://www.emprise.co.za/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/packages,VERCEL_REBUILD,Learn More,a,https://www.nexubis.io/post/the-flex-package,https://www.nexubis.io/post/the-flex-package,/post/rethinking-the-nexubis-trial,false,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,How much does a Nexubis retainer cost?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Why a monthly retainer instead of hourly or per project?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"What is the difference between Momentum, Scale and Partner?",summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Is there anything cheaper than Momentum?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,How do the quarterly and yearly rates work?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Why not just hire a designer in-house?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,How long am I committed for?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,What if my workload changes month to month?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"How fast do you deliver, and how much can run at once?",summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,How do I get work to you?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,"Do you build the website, or only design it?",summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Do I own the files and the website?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,Not sure which level is right for us?,summary,,,ACTION:accordion-toggle,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/packages,VERCEL_REBUILD,About,a,,,/about,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,What we do,a,,,/#what-we-do,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Work / Case studies,a,,,/work,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Brand Credibility Scorecard,a,,,/scorecard,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/packages,VERCEL_REBUILD,Contact,a,/contact,contact.html,/contact,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/contact; export=contact.html
/packages,VERCEL_REBUILD,LinkedIn,a,https://www.linkedin.com/company/nexubis/,https://www.linkedin.com/company/nexubis/,https://www.linkedin.com/company/nexubis/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
